2018-10-08T09:00 	 11507.5
2018-10-08T09:01 	 11500.0
2018-10-08T09:02 	 11502.5
2018-10-08T09:03 	 11502.5
2018-10-08T09:04 	 11495.0
2018-10-08T09:05 	 11500.0
2018-10-08T09:06 	 11492.5
2018-10-08T09:07 	 11510.0
2018-10-08T09:08 	 11515.0
2018-10-08T09:09 	 11522.5
2018-10-08T09:10 	 11525.0
2018-10-08T09:11 	 11525.0
2018-10-08T09:12 	 11515.0
2018-10-08T09:13 	 11510.0
2018-10-08T09:14 	 11515.0
2018-10-08T09:15 	 11525.0
2018-10-08T09:16 	 11540.0
2018-10-08T09:17 	 11547.5
2018-10-08T09:18 	 11555.0
2018-10-08T09:19 	 11550.0
2018-10-08T09:20 	 11552.5
2018-10-08T09:21 	 11552.5
2018-10-08T09:22 	 11535.0
2018-10-08T09:23 	 11527.5
2018-10-08T09:24 	 11530.0
2018-10-08T09:25 	 11545.0
2018-10-08T09:26 	 11550.0
2018-10-08T09:27 	 11545.0
2018-10-08T09:28 	 11532.5
2018-10-08T09:29 	 11535.0
2018-10-08T09:30 	 11535.0
2018-10-08T09:31 	 11587.5
2018-10-08T09:32 	 11600.0
2018-10-08T09:33 	 11582.5
2018-10-08T09:34 	 11565.0
2018-10-08T09:35 	 11530.0
2018-10-08T09:36 	 11537.5
2018-10-08T09:37 	 11550.0
2018-10-08T09:38 	 11550.0
2018-10-08T09:39 	 11567.5
2018-10-08T09:40 	 11567.5
2018-10-08T09:41 	 11570.0
2018-10-08T09:42 	 11560.0
2018-10-08T09:43 	 11547.5
2018-10-08T09:44 	 11540.0
2018-10-08T09:45 	 11555.0
2018-10-08T09:46 	 11552.5
2018-10-08T09:47 	 11565.0
2018-10-08T09:48 	 11567.5
2018-10-08T09:49 	 11557.5
2018-10-08T09:50 	 11557.5
2018-10-08T09:51 	 11552.5
2018-10-08T09:52 	 11537.5
2018-10-08T09:53 	 11525.0
2018-10-08T09:54 	 11520.0
2018-10-08T09:55 	 11517.5
2018-10-08T09:56 	 11500.0
2018-10-08T09:57 	 11487.5
2018-10-08T09:58 	 11482.5
2018-10-08T09:59 	 11475.0
2018-10-08T10:00 	 11460.0
2018-10-08T10:01 	 11440.0
2018-10-08T10:02 	 11435.0
2018-10-08T10:03 	 11425.0
2018-10-08T10:04 	 11452.5
2018-10-08T10:05 	 11447.5
